compound,neg,neu,pos
0.9938,0.065,0.602,0.333
0.9674,0.079,0.646,0.275
0.886,0.07,0.796,0.134
0.9784,0.072,0.637,0.291
0.9732,0.075,0.681,0.244
0.5831,0.133,0.706,0.161
0.9618,0.0,0.823,0.177
0.9978,0.083,0.566,0.352
0.9927,0.016,0.63,0.354
0.9945,0.06,0.61,0.33
0.9623,0.093,0.686,0.221
0.9524,0.0,0.792,0.208
0.9607,0.0,0.795,0.205
0.9949,0.016,0.604,0.38
0.9949,0.044,0.536,0.42
0.99,0.049,0.648,0.303
0.983,0.061,0.696,0.243
0.8225,0.121,0.695,0.184
0.9969,0.012,0.679,0.31
0.8402,0.064,0.825,0.111
0.9872,0.03,0.654,0.316
0.9911,0.028,0.684,0.288
0.9954,0.0,0.652,0.348
0.9233,0.12,0.668,0.212
0.9771,0.114,0.619,0.267
0.9978,0.017,0.579,0.403
0.9884,0.012,0.717,0.271
0.9866,0.076,0.691,0.233
0.9931,0.044,0.589,0.367
0.9625,0.087,0.658,0.255
0.9945,0.035,0.659,0.306
0.9926,0.032,0.689,0.279
-0.7269,0.097,0.853,0.051
0.993,0.0,0.759,0.241
0.9976,0.038,0.549,0.413
0.9684,0.081,0.644,0.275
0.9944,0.047,0.685,0.268
0.9971,0.062,0.654,0.285
0.9852,0.027,0.727,0.246
0.9957,0.0,0.713,0.287
0.9859,0.025,0.765,0.21
0.993,0.036,0.746,0.219
0.9947,0.052,0.568,0.38
0.9926,0.06,0.626,0.314
0.9769,0.037,0.717,0.246
0.966,0.076,0.734,0.19
0.9969,0.036,0.668,0.295
0.9648,0.079,0.675,0.246
0.9954,0.077,0.617,0.306
0.9965,0.054,0.656,0.29
0.995,0.0,0.656,0.344
0.9929,0.081,0.501,0.418
0.9968,0.066,0.465,0.47
0.9859,0.049,0.651,0.3
0.9769,0.074,0.693,0.233
0.9414,0.075,0.729,0.195
0.9618,0.044,0.761,0.196
0.9945,0.049,0.519,0.432
0.9432,0.037,0.799,0.164
0.975,0.044,0.751,0.205
0.9691,0.082,0.654,0.263
0.9975,0.037,0.577,0.386
0.9834,0.092,0.63,0.277
0.9912,0.022,0.69,0.288
0.9895,0.087,0.661,0.252
0.9602,0.09,0.72,0.19
0.9786,0.061,0.662,0.277
0.9117,0.113,0.69,0.197
0.9755,0.099,0.623,0.279
0.9952,0.092,0.546,0.362
0.9904,0.0,0.668,0.332
0.9716,0.085,0.706,0.209
0.9897,0.023,0.671,0.306
0.9956,0.063,0.571,0.366
0.9951,0.009,0.618,0.374
0.9931,0.054,0.594,0.353
0.9944,0.017,0.576,0.407
0.9955,0.025,0.585,0.39
0.9943,0.033,0.608,0.359
0.9664,0.038,0.845,0.118
0.9956,0.054,0.485,0.462
0.9958,0.0,0.649,0.351
0.9872,0.032,0.657,0.311
0.9899,0.016,0.651,0.334
0.9888,0.068,0.636,0.296
0.9833,0.091,0.66,0.248
0.967,0.057,0.71,0.232
0.9967,0.022,0.621,0.358
0.9433,0.082,0.717,0.201
0.9951,0.029,0.713,0.258
0.9958,0.011,0.647,0.342
0.9729,0.041,0.729,0.231
0.9758,0.07,0.709,0.221
0.9953,0.062,0.521,0.417
0.9958,0.033,0.546,0.421
0.9977,0.02,0.623,0.357
0.9944,0.018,0.718,0.264
0.9917,0.046,0.64,0.315
0.9902,0.017,0.647,0.336
0.9661,0.019,0.781,0.2
0.9957,0.013,0.571,0.416
0.9883,0.08,0.616,0.304
0.9975,0.04,0.556,0.404
0.9801,0.031,0.752,0.218
0.9921,0.043,0.736,0.221
0.9922,0.014,0.682,0.305
0.9792,0.014,0.762,0.225
0.9962,0.024,0.591,0.384
0.9501,0.03,0.768,0.202
0.6502,0.149,0.678,0.173
0.9701,0.031,0.771,0.198
0.9897,0.073,0.693,0.233
0.9946,0.0,0.726,0.274
0.9977,0.015,0.593,0.392
0.9911,0.026,0.656,0.318
0.9986,0.008,0.491,0.501
0.9682,0.093,0.616,0.29
0.9949,0.03,0.68,0.29
0.9826,0.047,0.685,0.268
0.9847,0.043,0.68,0.276
0.9731,0.09,0.663,0.248
0.9941,0.0,0.736,0.264
0.9939,0.026,0.696,0.278
0.9894,0.013,0.735,0.252
0.9826,0.05,0.695,0.255
0.9741,0.08,0.732,0.188
0.9938,0.031,0.639,0.33
0.9883,0.017,0.78,0.203
0.9755,0.08,0.678,0.242
0.9793,0.104,0.614,0.282
0.8686,0.131,0.68,0.188
0.465,0.144,0.695,0.161
0.9833,0.08,0.673,0.247
0.875,0.015,0.879,0.106
0.979,0.04,0.702,0.258
0.9168,0.121,0.689,0.19
0.9917,0.014,0.668,0.317
0.9753,0.081,0.645,0.274
0.9943,0.039,0.663,0.299
0.9783,0.0,0.743,0.257
0.9313,0.05,0.781,0.169
0.992,0.055,0.613,0.332
0.9948,0.0,0.681,0.319
0.9091,0.125,0.664,0.211
0.9186,0.078,0.734,0.188
0.9942,0.011,0.67,0.32
0.9887,0.0,0.722,0.278
0.989,0.01,0.701,0.29
0.9957,0.043,0.644,0.313
0.9726,0.069,0.689,0.242
0.9958,0.024,0.5,0.476
0.9853,0.061,0.703,0.237
0.9928,0.047,0.616,0.337
0.9931,0.011,0.573,0.416
0.9852,0.04,0.705,0.255
0.9951,0.073,0.537,0.39
0.765,0.144,0.668,0.188
0.9939,0.049,0.653,0.298
0.9951,0.058,0.676,0.266
0.9922,0.016,0.648,0.336
0.995,0.047,0.598,0.355
0.9495,0.077,0.694,0.229
0.9911,0.016,0.665,0.318
0.997,0.035,0.521,0.444
0.9875,0.085,0.633,0.282
0.994,0.025,0.574,0.401
0.9943,0.048,0.675,0.277
0.6028,0.122,0.739,0.139
0.9959,0.043,0.619,0.337
0.9919,0.029,0.691,0.28
0.993,0.013,0.633,0.354
0.9843,0.05,0.702,0.247
0.9961,0.034,0.516,0.45
0.9912,0.024,0.603,0.373
0.9965,0.048,0.587,0.366
0.9904,0.045,0.601,0.354
0.9927,0.032,0.588,0.38
0.9821,0.0,0.777,0.223
0.9951,0.035,0.654,0.311
0.9927,0.065,0.651,0.284
0.9863,0.023,0.713,0.264
0.9917,0.087,0.61,0.302
0.9939,0.067,0.638,0.295
0.9889,0.034,0.664,0.302
0.9952,0.034,0.643,0.323
0.9882,0.06,0.669,0.271
0.9843,0.024,0.754,0.222
0.9504,0.156,0.521,0.323
0.9915,0.026,0.674,0.3
0.9819,0.127,0.558,0.314
0.9922,0.084,0.599,0.318
0.9852,0.022,0.744,0.234
0.9951,0.01,0.718,0.271
0.9874,0.0,0.688,0.312
0.9943,0.067,0.626,0.306
0.993,0.048,0.707,0.245
0.9977,0.013,0.573,0.414
0.9949,0.02,0.722,0.258
0.9977,0.015,0.714,0.272
0.989,0.039,0.724,0.236
0.9951,0.085,0.584,0.331
0.9981,0.028,0.609,0.363
0.9948,0.04,0.686,0.274
0.9895,0.08,0.666,0.254
0.9947,0.006,0.724,0.27
0.9893,0.064,0.619,0.317
0.9695,0.063,0.781,0.156
0.9888,0.053,0.617,0.33
0.9937,0.095,0.553,0.353
0.9948,0.099,0.591,0.31
0.9833,0.051,0.651,0.298
0.9877,0.04,0.65,0.31
0.9177,0.091,0.742,0.167
0.9913,0.011,0.632,0.357
0.9952,0.025,0.715,0.26
0.981,0.083,0.674,0.243
0.975,0.064,0.687,0.249
0.981,0.012,0.718,0.27
0.9905,0.031,0.647,0.321
0.9871,0.041,0.762,0.197
0.9952,0.068,0.549,0.383
0.991,0.02,0.754,0.227
0.9967,0.057,0.451,0.491
0.9902,0.053,0.58,0.367
0.9899,0.09,0.533,0.377
0.9956,0.016,0.588,0.396
0.9904,0.034,0.697,0.269
0.9949,0.024,0.623,0.353
0.9958,0.0,0.605,0.395
0.9932,0.011,0.753,0.236
0.9957,0.059,0.442,0.499
0.9678,0.018,0.769,0.213
0.997,0.038,0.666,0.296
0.9933,0.067,0.628,0.305
0.9951,0.092,0.512,0.396
0.9842,0.037,0.702,0.261
0.9816,0.057,0.681,0.262
0.9939,0.049,0.73,0.221
0.9822,0.113,0.665,0.221
0.9875,0.041,0.68,0.279
0.9686,0.06,0.681,0.26
0.9859,0.0,0.715,0.285
0.992,0.041,0.635,0.324
0.9972,0.023,0.638,0.34
0.9891,0.059,0.631,0.309
0.993,0.013,0.678,0.309
0.9926,0.014,0.658,0.328
0.9889,0.024,0.723,0.254
0.9908,0.007,0.751,0.242
0.9701,0.096,0.681,0.223
0.9824,0.073,0.683,0.244
0.9963,0.03,0.617,0.352
0.9831,0.0,0.753,0.247
0.9961,0.028,0.53,0.442
0.9904,0.018,0.692,0.289
0.946,0.063,0.727,0.209
0.988,0.0,0.729,0.271
0.9924,0.016,0.661,0.323
0.9954,0.03,0.62,0.35
0.988,0.015,0.642,0.343
0.9803,0.068,0.608,0.323
0.996,0.032,0.554,0.414
0.9984,0.025,0.642,0.333
0.9882,0.042,0.695,0.263
0.9968,0.052,0.533,0.415
0.9913,0.05,0.631,0.32
0.9439,0.03,0.843,0.127
0.9816,0.095,0.664,0.24
0.8625,0.055,0.811,0.134
0.9957,0.02,0.634,0.346
0.9955,0.014,0.627,0.358
0.9852,0.032,0.712,0.256
0.9905,0.017,0.69,0.293
0.9911,0.011,0.639,0.35
0.9545,0.08,0.65,0.27
0.9246,0.061,0.752,0.187
-0.9293,0.119,0.839,0.042
0.9769,0.052,0.706,0.242
0.9928,0.011,0.711,0.278
0.988,0.045,0.655,0.3
0.9193,0.076,0.734,0.19
0.9658,0.02,0.8,0.179
0.9893,0.015,0.688,0.297
0.9774,0.077,0.652,0.27
0.9912,0.038,0.753,0.209
0.994,0.026,0.65,0.324
0.9866,0.084,0.603,0.313
0.9965,0.016,0.538,0.447
0.9814,0.069,0.608,0.323
0.9328,0.068,0.748,0.184
0.994,0.126,0.521,0.353
0.996,0.02,0.62,0.36
0.9674,0.068,0.691,0.241
0.9963,0.012,0.562,0.427
0.9973,0.046,0.493,0.462
0.9947,0.017,0.557,0.426
0.9873,0.0,0.639,0.361
0.9952,0.04,0.67,0.29
0.9928,0.012,0.69,0.299
0.997,0.023,0.659,0.318
0.9741,0.098,0.637,0.265
0.9927,0.025,0.654,0.321
0.9673,0.04,0.772,0.188
0.9883,0.01,0.718,0.272
0.9868,0.037,0.69,0.273
0.99,0.028,0.711,0.262
0.9819,0.017,0.705,0.278
0.9882,0.032,0.636,0.332
0.9964,0.081,0.561,0.358
0.9924,0.015,0.667,0.318
0.9805,0.136,0.577,0.287
0.9169,0.019,0.84,0.141
0.9965,0.037,0.579,0.384
0.9926,0.035,0.564,0.401
0.9981,0.031,0.602,0.367
0.9917,0.0,0.691,0.309
0.9921,0.045,0.641,0.315
0.9546,0.039,0.746,0.215
0.9881,0.126,0.535,0.339
0.9866,0.012,0.753,0.236
0.9977,0.014,0.648,0.337
0.9899,0.02,0.716,0.264
0.9843,0.0,0.669,0.331
0.9584,0.048,0.738,0.214
0.9946,0.015,0.739,0.245
0.9629,0.07,0.706,0.224
0.9802,0.051,0.78,0.169
0.9941,0.035,0.573,0.392
0.9498,0.119,0.661,0.22
0.925,0.094,0.727,0.179
0.9971,0.0,0.559,0.441
0.7096,0.021,0.903,0.076
0.9719,0.08,0.693,0.226
0.9833,0.024,0.784,0.192
0.9971,0.011,0.534,0.454
0.9961,0.014,0.575,0.411
0.9153,0.096,0.705,0.199
0.9936,0.027,0.652,0.321
0.9908,0.0,0.672,0.328
0.9702,0.039,0.704,0.258
0.9969,0.026,0.521,0.454
0.997,0.0,0.615,0.385
0.9943,0.083,0.565,0.352
0.9782,0.032,0.739,0.229
0.9833,0.017,0.766,0.217
0.9881,0.15,0.599,0.251
0.998,0.036,0.57,0.394
0.9821,0.089,0.649,0.262
0.9921,0.09,0.639,0.272
0.9788,0.031,0.771,0.198
0.9709,0.047,0.704,0.249
0.9752,0.046,0.741,0.213
0.9908,0.029,0.661,0.311
0.9859,0.088,0.657,0.255
0.9806,0.089,0.64,0.271
0.9961,0.018,0.497,0.485
0.9758,0.108,0.62,0.272
0.9661,0.075,0.685,0.24
0.9848,0.077,0.648,0.275
0.9922,0.018,0.615,0.367
0.9846,0.053,0.675,0.272
0.1096,0.122,0.736,0.142
0.9878,0.032,0.748,0.22
0.9615,0.028,0.76,0.212
0.9885,0.04,0.699,0.261
0.997,0.056,0.611,0.332
0.9818,0.077,0.678,0.244
0.9949,0.011,0.677,0.312
0.9928,0.048,0.585,0.367
0.9712,0.036,0.723,0.241
0.9943,0.0,0.627,0.373
0.9933,0.051,0.646,0.303
0.9965,0.017,0.582,0.401
0.9908,0.065,0.691,0.244
0.9951,0.014,0.634,0.352
0.9829,0.041,0.677,0.282
0.9719,0.126,0.659,0.215
0.9935,0.026,0.626,0.348
0.9937,0.033,0.603,0.364
0.9919,0.052,0.587,0.361
0.9943,0.0,0.707,0.293
0.9958,0.033,0.584,0.383
0.9709,0.04,0.736,0.224
0.9924,0.051,0.67,0.279
0.9938,0.0,0.693,0.307
0.996,0.0,0.542,0.458
0.9965,0.046,0.657,0.297
0.9812,0.076,0.646,0.277
0.9169,0.111,0.655,0.234
0.9977,0.017,0.528,0.455
0.9844,0.034,0.677,0.289
0.9921,0.015,0.668,0.317
0.9976,0.037,0.577,0.386
0.9651,0.086,0.721,0.193
0.9836,0.087,0.594,0.319
0.9891,0.007,0.757,0.237
0.9982,0.016,0.595,0.389
0.9986,0.03,0.648,0.322
0.9934,0.036,0.598,0.366
0.994,0.0,0.577,0.423
0.9927,0.044,0.556,0.401
0.9946,0.021,0.693,0.286
0.9939,0.0,0.611,0.389
0.9705,0.093,0.653,0.254
0.9867,0.09,0.643,0.267
0.9245,0.083,0.683,0.234
0.9962,0.021,0.543,0.436
0.9646,0.097,0.62,0.283
0.9908,0.077,0.583,0.34
0.9869,0.037,0.694,0.27
0.9226,0.099,0.747,0.154
0.9898,0.046,0.591,0.363
0.9514,0.032,0.79,0.178
0.9657,0.114,0.591,0.295
0.9457,0.047,0.776,0.177
0.9925,0.054,0.675,0.271
0.9775,0.013,0.725,0.262
0.9958,0.04,0.617,0.343
0.9905,0.028,0.754,0.218
0.9758,0.097,0.622,0.281
0.9935,0.024,0.666,0.31
0.9762,0.047,0.672,0.28
0.9452,0.104,0.654,0.242
0.9947,0.016,0.576,0.408
0.9973,0.025,0.555,0.42
0.9892,0.035,0.645,0.321
0.9834,0.057,0.699,0.244
0.7906,0.079,0.78,0.142
0.9774,0.013,0.794,0.193
0.9718,0.152,0.576,0.272
0.8225,0.112,0.73,0.158
0.9451,0.048,0.776,0.176
0.9938,0.032,0.701,0.267
0.296,0.058,0.864,0.077
0.9967,0.0,0.594,0.406
0.9826,0.021,0.69,0.289
0.9877,0.012,0.688,0.3
0.9867,0.025,0.691,0.284
0.9914,0.051,0.685,0.264
0.9937,0.044,0.626,0.33
0.9564,0.068,0.718,0.214
0.9922,0.075,0.65,0.275
0.9869,0.022,0.722,0.256
0.9963,0.067,0.506,0.427
0.9918,0.042,0.63,0.328
0.997,0.036,0.573,0.391
0.9788,0.016,0.763,0.221
0.9946,0.019,0.586,0.395
0.9805,0.06,0.721,0.219
0.9842,0.057,0.666,0.278
0.9899,0.1,0.552,0.348
0.987,0.049,0.696,0.255
0.9794,0.017,0.769,0.214
0.9982,0.008,0.607,0.385
0.9779,0.045,0.706,0.249
0.9884,0.118,0.523,0.358
0.9975,0.018,0.528,0.454
0.9856,0.017,0.734,0.249
0.9597,0.085,0.715,0.2
0.9834,0.042,0.742,0.216
0.9938,0.0,0.759,0.241
0.9907,0.071,0.661,0.268
0.9941,0.011,0.645,0.345
0.9911,0.018,0.72,0.261
0.9349,0.018,0.835,0.147
0.963,0.037,0.78,0.183
0.9947,0.03,0.73,0.24
0.9931,0.049,0.605,0.345
0.999,0.027,0.556,0.417
0.9781,0.018,0.73,0.252
0.9986,0.009,0.593,0.398
0.9921,0.056,0.681,0.263
0.996,0.037,0.609,0.353
0.9964,0.042,0.513,0.445
0.9961,0.016,0.603,0.381
0.9957,0.024,0.613,0.362
0.995,0.012,0.649,0.339
0.994,0.021,0.588,0.391
0.9911,0.062,0.669,0.27
0.9952,0.086,0.554,0.36
0.9864,0.013,0.751,0.236
0.9843,0.137,0.519,0.344
0.9744,0.031,0.749,0.22
0.9699,0.098,0.688,0.214
0.9953,0.044,0.562,0.394
0.9855,0.049,0.647,0.303
0.9977,0.035,0.559,0.406
0.9904,0.039,0.723,0.238
0.9969,0.024,0.737,0.24
0.9927,0.032,0.598,0.37
0.9977,0.039,0.525,0.436
0.8807,0.077,0.759,0.164
0.9948,0.019,0.674,0.307
0.9911,0.028,0.673,0.299
0.9932,0.045,0.59,0.364
0.9881,0.096,0.563,0.341
0.9837,0.065,0.673,0.262
0.9949,0.032,0.638,0.329
0.9935,0.029,0.566,0.405
0.9907,0.033,0.674,0.293
0.9892,0.071,0.6,0.329
0.9959,0.0,0.626,0.374
0.9905,0.03,0.548,0.422
0.4588,0.105,0.766,0.128
0.9889,0.018,0.663,0.319
0.9957,0.0,0.717,0.283
0.944,0.061,0.761,0.178
0.9882,0.047,0.638,0.315
0.9942,0.036,0.708,0.256
0.9896,0.055,0.704,0.241
0.9719,0.05,0.782,0.168
0.9485,0.081,0.722,0.197
0.9871,0.117,0.514,0.369
0.9941,0.011,0.579,0.411
0.991,0.071,0.594,0.335
0.9958,0.043,0.583,0.374
0.9847,0.076,0.646,0.279
0.9669,0.153,0.555,0.293
0.9517,0.097,0.721,0.182
0.9947,0.142,0.57,0.289
0.9964,0.022,0.596,0.382
0.9965,0.019,0.674,0.307
0.9951,0.041,0.663,0.296
0.9629,0.0,0.829,0.171
0.9836,0.015,0.727,0.258
0.993,0.038,0.68,0.282
0.989,0.025,0.652,0.323
0.9975,0.029,0.668,0.303
0.9806,0.056,0.69,0.254
0.9868,0.066,0.56,0.375
0.9686,0.025,0.855,0.12
0.9897,0.0,0.685,0.315
0.9921,0.055,0.694,0.25
0.9958,0.033,0.605,0.361
0.9858,0.034,0.679,0.286
0.937,0.122,0.625,0.253
0.9953,0.093,0.539,0.368
0.969,0.051,0.685,0.264
0.9917,0.037,0.659,0.305
0.9885,0.03,0.693,0.277
0.9884,0.03,0.708,0.263
0.9893,0.059,0.636,0.305
0.9806,0.076,0.633,0.292
0.9821,0.0,0.774,0.226
0.8988,0.118,0.698,0.184
0.9788,0.108,0.623,0.269
0.9968,0.0,0.645,0.355
0.9911,0.0,0.682,0.318
0.9902,0.058,0.656,0.286
0.9918,0.045,0.656,0.298
0.9956,0.041,0.644,0.315
0.9956,0.048,0.682,0.27
0.9926,0.0,0.732,0.268
0.9875,0.046,0.637,0.316
0.9885,0.056,0.676,0.268
0.9786,0.041,0.729,0.23
0.9688,0.04,0.76,0.201
0.9966,0.033,0.476,0.491
0.9966,0.012,0.598,0.39
0.9758,0.032,0.775,0.193
0.9699,0.103,0.689,0.208
0.9903,0.09,0.608,0.303
0.959,0.102,0.644,0.254
0.9896,0.02,0.768,0.212
0.9706,0.095,0.651,0.254
0.9936,0.0,0.708,0.292
0.9774,0.072,0.652,0.276
0.9931,0.021,0.592,0.387
0.9888,0.152,0.509,0.339
0.9976,0.007,0.565,0.428
0.997,0.037,0.511,0.452
0.9901,0.032,0.673,0.295
0.9755,0.062,0.715,0.223
0.9946,0.082,0.587,0.331
0.9643,0.017,0.791,0.191
0.9216,0.109,0.685,0.206
0.994,0.045,0.616,0.339
0.9855,0.027,0.677,0.296
0.9925,0.0,0.652,0.348
0.9929,0.039,0.587,0.374
0.9667,0.069,0.696,0.235
0.9829,0.021,0.761,0.218
0.9975,0.059,0.588,0.353
0.9947,0.056,0.527,0.417
0.9966,0.02,0.605,0.375
0.9267,0.097,0.721,0.181
0.9983,0.007,0.562,0.431
0.9855,0.033,0.727,0.24
0.9349,0.07,0.739,0.191
0.9339,0.079,0.742,0.179
0.9972,0.054,0.585,0.361
0.8972,0.041,0.804,0.156
0.9839,0.038,0.661,0.301
0.9903,0.017,0.632,0.352
0.9951,0.024,0.657,0.319
0.9883,0.051,0.641,0.308
0.9933,0.091,0.627,0.282
0.9928,0.026,0.674,0.3
0.9592,0.04,0.729,0.231
0.991,0.056,0.617,0.326
0.9906,0.0,0.714,0.286
0.9571,0.018,0.813,0.169
0.9886,0.063,0.621,0.316
0.9983,0.023,0.634,0.343
0.9815,0.108,0.574,0.317
0.9971,0.013,0.613,0.374
0.9905,0.057,0.711,0.231
0.995,0.033,0.575,0.392
0.9835,0.078,0.694,0.228
0.9701,0.043,0.735,0.222
0.9442,0.102,0.638,0.26
0.9853,0.023,0.727,0.25
0.9792,0.037,0.778,0.184
0.9812,0.068,0.688,0.245
0.9978,0.014,0.581,0.405
0.9935,0.023,0.695,0.282
0.9816,0.027,0.76,0.213
0.9957,0.033,0.628,0.339
0.988,0.05,0.717,0.233
0.9796,0.057,0.7,0.243
0.994,0.046,0.601,0.353
0.9921,0.035,0.565,0.4
0.9928,0.033,0.641,0.326
0.9686,0.041,0.723,0.235
0.9954,0.054,0.588,0.358
0.9902,0.047,0.703,0.25
0.9955,0.029,0.662,0.309
0.9931,0.021,0.55,0.428
0.9975,0.01,0.599,0.391
-0.2263,0.08,0.862,0.058
0.9944,0.042,0.581,0.377
0.9934,0.015,0.647,0.339
0.986,0.031,0.713,0.256
0.9959,0.0,0.656,0.344
0.9885,0.025,0.743,0.233
0.967,0.028,0.801,0.171
0.9883,0.055,0.714,0.231
0.9891,0.0,0.69,0.31
0.9953,0.0,0.724,0.276
0.9861,0.025,0.775,0.201
0.91,0.048,0.768,0.184
0.998,0.013,0.643,0.344
0.9937,0.033,0.657,0.31
0.9957,0.015,0.584,0.401
0.9953,0.025,0.6,0.375
0.9975,0.026,0.645,0.329
0.9963,0.014,0.524,0.462
0.9909,0.038,0.62,0.341
0.9957,0.034,0.603,0.363
0.9442,0.044,0.81,0.146
0.9941,0.033,0.571,0.396
0.891,0.052,0.8,0.148
0.9932,0.0,0.651,0.349
0.9674,0.035,0.738,0.227
0.9872,0.0,0.71,0.29
0.9832,0.027,0.662,0.312
0.9774,0.097,0.601,0.302
0.9074,0.074,0.763,0.163
0.9955,0.082,0.578,0.339
0.9927,0.041,0.719,0.24
0.9953,0.035,0.601,0.364
0.9921,0.048,0.642,0.31
0.9578,0.039,0.772,0.189
0.995,0.015,0.561,0.425
0.9552,0.088,0.698,0.214
0.9959,0.0,0.63,0.37
0.9954,0.0,0.609,0.391
0.9382,0.048,0.815,0.137
0.9906,0.064,0.725,0.211
0.9796,0.077,0.686,0.237
0.9956,0.032,0.557,0.41
0.9946,0.012,0.659,0.329
0.9891,0.086,0.629,0.286
0.9946,0.024,0.64,0.336
0.9817,0.017,0.708,0.276
0.991,0.067,0.689,0.244
0.9871,0.066,0.629,0.305
0.9916,0.027,0.662,0.311
0.984,0.032,0.717,0.251
0.9923,0.038,0.651,0.311
0.9654,0.062,0.736,0.201
0.9936,0.01,0.647,0.343
0.9933,0.043,0.633,0.324
0.811,0.094,0.75,0.157
0.9042,0.052,0.789,0.159
0.9776,0.071,0.713,0.217
0.9705,0.113,0.627,0.26
0.0157,0.178,0.649,0.173
0.7717,0.148,0.646,0.206
0.9678,0.076,0.639,0.285
0.9962,0.033,0.557,0.41
0.991,0.05,0.66,0.29
0.9929,0.134,0.442,0.424
0.9545,0.101,0.661,0.238
0.9951,0.091,0.623,0.285
0.9854,0.013,0.757,0.23
0.9674,0.02,0.763,0.217
0.9938,0.039,0.666,0.294
0.9896,0.095,0.535,0.371
0.9781,0.011,0.73,0.259
0.9699,0.0,0.779,0.221
0.9828,0.041,0.731,0.227
0.9882,0.014,0.746,0.24
0.9836,0.019,0.712,0.269
0.991,0.0,0.735,0.265
0.989,0.041,0.659,0.3
0.9962,0.0,0.565,0.435
0.9816,0.082,0.644,0.274
0.9861,0.051,0.642,0.307
0.9769,0.062,0.708,0.231
0.323,0.064,0.847,0.089
0.9818,0.083,0.64,0.277
0.8176,0.108,0.728,0.164
0.8885,0.109,0.677,0.214
0.9936,0.025,0.587,0.388
0.9898,0.014,0.686,0.3
0.984,0.074,0.628,0.298
0.9968,0.05,0.556,0.394
0.9861,0.073,0.582,0.345
0.8957,0.055,0.786,0.16
0.9954,0.0,0.65,0.35
0.9968,0.032,0.628,0.34
0.988,0.0,0.742,0.258
0.9951,0.016,0.624,0.36
0.9706,0.051,0.757,0.192
0.9969,0.068,0.435,0.497
0.9495,0.037,0.772,0.191
0.9899,0.014,0.747,0.239
0.9932,0.0,0.575,0.425
0.9922,0.057,0.633,0.31
0.8479,0.118,0.696,0.186
0.9961,0.034,0.541,0.425
0.9748,0.08,0.701,0.22
0.9984,0.006,0.51,0.484
0.9626,0.045,0.753,0.202
0.9674,0.033,0.745,0.222
0.9943,0.058,0.653,0.289
0.9891,0.05,0.653,0.297
0.9928,0.017,0.74,0.242
0.9905,0.0,0.687,0.313
0.9716,0.012,0.754,0.234
0.997,0.024,0.599,0.376
0.9962,0.048,0.598,0.354
0.9885,0.014,0.715,0.272
0.9958,0.019,0.735,0.246
0.9729,0.084,0.631,0.285
0.9888,0.061,0.651,0.288
0.9933,0.065,0.606,0.329
0.9607,0.033,0.814,0.153
0.9716,0.038,0.743,0.218
0.9719,0.084,0.667,0.249
0.9976,0.024,0.597,0.379
0.9827,0.028,0.743,0.229
0.9287,0.0,0.866,0.134
0.9433,0.094,0.722,0.184
0.9786,0.027,0.769,0.203
0.9974,0.025,0.509,0.466
0.9781,0.01,0.753,0.236
0.9861,0.041,0.692,0.267
0.9578,0.091,0.691,0.218
0.9959,0.018,0.628,0.354
0.9925,0.039,0.66,0.301
0.9966,0.061,0.617,0.322
0.9889,0.01,0.719,0.271
0.9825,0.039,0.65,0.311
0.9969,0.074,0.515,0.411
0.996,0.026,0.577,0.397
0.9867,0.071,0.601,0.329
0.984,0.038,0.72,0.242
0.9559,0.0,0.799,0.201
0.9827,0.075,0.694,0.231
0.988,0.0,0.754,0.246
0.9847,0.097,0.596,0.307
0.9855,0.03,0.693,0.277
0.9652,0.065,0.746,0.189
0.975,0.061,0.66,0.279
0.9857,0.066,0.638,0.297
0.9878,0.026,0.666,0.309
0.9874,0.052,0.659,0.289
0.9964,0.0,0.629,0.371
0.9938,0.064,0.553,0.383
0.9698,0.044,0.794,0.162
0.9791,0.083,0.68,0.236
0.9933,0.052,0.691,0.257
0.9922,0.076,0.537,0.387
0.9944,0.034,0.706,0.26
0.9856,0.018,0.767,0.215
0.9927,0.075,0.532,0.393
0.9963,0.009,0.64,0.352
0.9874,0.07,0.593,0.337
0.9946,0.012,0.627,0.361
0.9764,0.0,0.775,0.225
0.9246,0.011,0.845,0.144
0.9856,0.066,0.687,0.247
0.9905,0.051,0.658,0.29
0.9927,0.075,0.532,0.393
0.9872,0.03,0.674,0.296
0.9972,0.01,0.676,0.314
0.9928,0.02,0.596,0.384
0.9976,0.039,0.637,0.325
0.875,0.147,0.626,0.227
0.9817,0.069,0.687,0.244
0.9918,0.017,0.717,0.265
0.9955,0.021,0.648,0.331
0.9623,0.118,0.636,0.247
0.9876,0.0,0.725,0.275
0.9972,0.0,0.599,0.401
0.99,0.07,0.671,0.259
0.9822,0.055,0.716,0.229
0.9889,0.038,0.7,0.262
0.992,0.015,0.705,0.28
0.9972,0.014,0.651,0.335
0.9947,0.063,0.668,0.268
0.9591,0.094,0.681,0.224
0.9943,0.032,0.663,0.305
0.9887,0.0,0.725,0.275
0.9967,0.0,0.6,0.4
0.9761,0.032,0.755,0.213
0.9854,0.019,0.721,0.26
0.9762,0.016,0.752,0.231
0.9938,0.049,0.719,0.232
0.9985,0.011,0.523,0.465
0.9859,0.0,0.736,0.264
0.9882,0.06,0.665,0.275
0.9601,0.036,0.751,0.214
0.9129,0.094,0.717,0.19
0.9462,0.106,0.671,0.222
